sID,sentence,is_stressor,is_stressor_conf,is_covid,is_covid_conf,original_label,top_label,second_label,avg_severity,median_severity,SD_severity,Votes,Financial Problem,Other,Everyday Decision Making,Emotional Turmoil,School,Family Issues,Social Relationships,Work,"Health, Fatigue, or Physical Pain",Source,is_seed
141,Can we talk rather than text?,0,80.00%,0,100.00%,Other,Other, ,1,0,2,5,0,1,0,0,0,0,0,0,0,mTurk_synthetic_covid,0
142,can't do the same things at work i used to be able to do,1,100.00%,0,100.00%,Work,Work, ,2.6,2,1.85,5,0,0,0,0,0,0,0,1,0,mTurk_synthetic,0
143,can't figure out how to pay for my books,1,100.00%,0,100.00%,Financial Problem,School,Financial Problem,4.4,4,1.02,10,0.5,0,0,0,0.5,0,0,0,0,mTurk_synthetic,1
144,cant figure out what to do in the job or task,1,80.00%,0,100.00%,Emotional Turmoil,Work,Other,2.4,3,1.36,5,0,0.2,0,0,0,0,0,0.8,0,mTurk_synthetic,0
145,Can't find anything to fix,0,60.00%,0,80.00%,Everyday Decision Making,Other,Social Relationships,1.4,0,2.33,5,0,0.6,0.2,0,0,0,0.2,0,0,mTurk_synthetic_covid,0
146,can't get a job and the only place that calls me back is a shitty warehouse.,1,100.00%,0,100.00%,Financial Problem,Work,Everyday Decision Making,5.4,5,3.01,8,0.1,0,0.1,0,0,0,0.1,0.7,0,mTurk_synthetic,0
147,can't seem to get ahead financially.  every time i catch up something breaks,1,100.00%,0,100.00%,Financial Problem,Financial Problem, ,6.8,7,2.04,5,1,0,0,0,0,0,0,0,0,mTurk_synthetic,1
148,car,1,80.00%,0,100.00%,Work,Other, ,2,2,1.1,5,0,1,0,0,0,0,0,0,0,popbots_live,0
149,car problems are starting to worry me.,1,100.00%,0,100.00%,Financial Problem,Other,Everyday Decision Making,2.8,3,0.98,7,0.1,0.7,0.1,0,0,0,0,0.1,0,mTurk_synthetic,0
150,ceramics,1,60.00%,0,100.00%,Other,Other,School,1,1,0.89,6,0,0.6,0,0,0.3,0,0,0.1,0,popbots_live,0
151,Changes in my work and school schedule because of COVID 19,1,80.00%,1,100.00%,Work,School,Work,4.2,5,2.14,8,0,0.2,0,0,0.5,0,0,0.3,0,mTurk_synthetic_covid,0
152,changes in work schedule,1,80.00%,0,60.00%,Work,Work,Everyday Decision Making,3.2,2,2.79,8,0,0.1,0.1,0,0,0.1,0,0.6,0.1,mTurk_synthetic_covid,0
153,changing my water filter at my house.,0,80.00%,0,100.00%,Other,Other,Everyday Decision Making,0.2,0,0.4,5,0,0.8,0.2,0,0,0,0,0,0,mTurk_synthetic,0
154,chistmas is coming up and we are so broke this year,1,100.00%,0,100.00%,Financial Problem,Financial Problem,Family Issues,6.2,6,1.33,6,0.9,0,0,0,0,0.1,0,0,0,mTurk_synthetic,0
155,christmas has been stressing me out!,1,100.00%,0,100.00%,Other,Social Relationships,Everyday Decision Making,4.2,5,1.17,7,0,0.2,0.3,0,0,0.2,0.3,0,0,mTurk_synthetic,1
156,christmas is coming and i'm swamped with medical bills.,1,100.00%,0,100.00%,Financial Problem,Financial Problem,Family Issues,6.6,6,1.36,6,0.7,0,0,0,0,0.2,0,0,0.1,mTurk_synthetic,0
157,chritmas is coming up and i am worried i wont be able give my family a good xmas,1,100.00%,0,100.00%,Financial Problem,Family Issues,Financial Problem,5,4,1.26,10,0.4,0,0,0,0,0.5,0.1,0,0,mTurk_synthetic,0
158,class is boring....unable to focus,1,80.00%,0,100.00%,School,School,Other,2,1,2.53,5,0,0.2,0,0,0.8,0,0,0,0,mTurk_synthetic,1
159,classes,1,60.00%,0,100.00%,Work,School,Other,1,1,0.89,5,0,0.4,0,0,0.6,0,0,0,0,popbots_live,0
160,classes at my college,1,100.00%,0,100.00%,School,School,Financial Problem,3,3,0.89,6,0.1,0,0,0,0.9,0,0,0,0,mTurk_synthetic,0
161,college,1,80.00%,0,100.00%,Work,School,Other,2.6,2,2.06,5,0,0.2,0,0,0.8,0,0,0,0,popbots_live,0
162,college and work have both been pretty stressful.,1,100.00%,0,100.00%,Work,School,Financial Problem,6.4,7,1.85,6,0.2,0,0,0,0.7,0,0,0.1,0,mTurk_synthetic,1
163,"college has been really stressing me out lately, thanks for asking.",1,100.00%,0,100.00%,School,School, ,5.4,5,1.02,5,0,0,0,0,1,0,0,0,0,mTurk_synthetic,1
164,college is super hard I'm not doing well in essay,1,100.00%,0,80.00%,Financial Problem,School,Financial Problem,3.4,4,0.8,6,0.2,0,0,0.1,0.7,0,0,0,0,mTurk_synthetic_covid,0
165,coming up with a 1000.00 to fix my vehicle that needs to be repaired.,1,80.00%,0,100.00%,Financial Problem,Financial Problem,Other,4.6,4,2.8,5,0.8,0.2,0,0,0,0,0,0,0,mTurk_synthetic,0
166,commuting to work,1,60.00%,0,100.00%,Work,Work,Other,3.4,4,3.07,7,0,0.3,0.1,0,0,0,0,0.6,0,popbots_live,0
167,completing a project on time and correctly.,1,100.00%,0,100.00%,Work,Work,Other,4.4,5,1.74,5,0.2,0.2,0,0,0,0,0,0.6,0,mTurk_synthetic,0
168,concentrating at work,1,80.00%,0,100.00%,Work,Work,Other,2,2,1.1,6,0,0.2,0,0,0,0.1,0,0.6,0.1,popbots_live,0
169,Concerns about the situation in the world right now.,1,100.00%,1,100.00%,Financial Problem,Other,Emotional Turmoil,3.6,3,1.96,5,0,0.8,0,0.2,0,0,0,0,0,mTurk_synthetic_covid,0
170,cooking on time sometimes,0,60.00%,0,100.00%,Emotional Turmoil,Other,Everyday Decision Making,0.4,0,0.49,5,0,0.6,0.4,0,0,0,0,0,0,mTurk_synthetic,0
171,CORNOAVIRUS AND THE UNKNOWN,1,100.00%,1,100.00%,Other,Other,School,4.6,4,0.8,8,0,0.3,0.1,0.1,0.2,0,0.1,0,0.2,mTurk_synthetic_covid,0
172,corona,1,60.00%,1,80.00%,Emotional Turmoil,Other,"Health, Fatigue, or Physical Pain",2.2,1,2.4,7,0,0.4,0,0.1,0,0.1,0.2,0,0.2,mTurk_synthetic_covid,0
173,corona virus,1,100.00%,1,100.00%,Other,"Health, Fatigue, or Physical Pain",Social Relationships,4.4,4,0.8,6,0,0.2,0.1,0.2,0,0,0.2,0,0.3,mTurk_synthetic_covid,0
174,corona virus freaking me out,1,100.00%,1,100.00%,Other,"Health, Fatigue, or Physical Pain",Emotional Turmoil,5.6,6,2.33,8,0,0.1,0,0.4,0,0,0,0,0.5,mTurk_synthetic_covid,0
175,corona virus is sprending like a wildfire,1,100.00%,1,100.00%,"Health, Fatigue, or Physical Pain","Health, Fatigue, or Physical Pain",Financial Problem,7.4,8,2.5,6,0.2,0.2,0,0.1,0,0,0,0,0.5,mTurk_synthetic_covid,0
176,"Corona Virus! I have not work, no contacts, can't leave the house. How are you?",1,100.00%,1,100.00%,Everyday Decision Making,Work,Financial Problem,4.8,5,1.33,9,0.3,0,0.1,0.1,0.1,0,0,0.4,0,mTurk_synthetic_covid,0
177,Corona virus... it's just non stop. What about you?,1,100.00%,1,100.00%,"Health, Fatigue, or Physical Pain","Health, Fatigue, or Physical Pain",Everyday Decision Making,3.6,3,1.85,5,0,0.2,0.4,0,0,0,0,0,0.4,mTurk_synthetic_covid,0
178,Coronavirus and my job situation.,1,100.00%,1,100.00%,Work,Work,"Health, Fatigue, or Physical Pain",7.2,7,1.33,8,0,0,0,0.1,0,0,0,0.7,0.2,mTurk_synthetic_covid,0
179,Coronavirus and panic buying have been stressing me out.,1,100.00%,1,100.00%,Work,"Health, Fatigue, or Physical Pain",Emotional Turmoil,5.2,6,1.94,10,0.1,0.1,0.1,0.3,0,0,0,0,0.4,mTurk_synthetic_covid,0
180,Coronavirus has been stressing me out due to being in furlough,1,100.00%,1,100.00%,Financial Problem,Work,School,6.4,6,2.06,8,0.2,0,0,0,0.2,0,0,0.5,0.1,mTurk_synthetic_covid,0
181,"Coronavirus has been stressing me out. I'm afrain to get sick, I cannot work and i am st",1,100.00%,1,100.00%,"Health, Fatigue, or Physical Pain","Health, Fatigue, or Physical Pain",Financial Problem,6.8,7,0.4,7,0.2,0,0,0.1,0,0,0,0.1,0.6,mTurk_synthetic_covid,0
182,Coronavirus has definitely increased my anxiety,1,100.00%,1,100.00%,Other,Emotional Turmoil,Everyday Decision Making,3.6,4,1.02,7,0,0,0.1,0.8,0,0,0,0,0.1,mTurk_synthetic_covid,0
183,Coronavirus is happening and I can't leave my house.,1,100.00%,1,100.00%,Other,Everyday Decision Making,Emotional Turmoil,2.8,2,1.94,7,0,0,0.4,0.4,0,0,0.1,0,0.1,mTurk_synthetic_covid,0
184,Coronavirus is threatening my current employment.,1,100.00%,1,100.00%,Work,Work, ,7,7,0.63,5,0,0,0,0,0,0,0,1,0,mTurk_synthetic_covid,0
185,CORONAVIRUS preventing me from WORKING so I cannot pay my BILLS and keep family FED,1,100.00%,1,100.00%,Financial Problem,Work,Financial Problem,8,8,2.19,9,0.4,0,0,0.2,0,0,0,0.4,0,mTurk_synthetic_covid,0
186,"Coronavirus, my financial budget, thinking of my student debts",1,100.00%,1,100.00%,Financial Problem,Financial Problem,Social Relationships,5.6,6,1.36,7,0.6,0.1,0,0,0,0,0.2,0,0.1,mTurk_synthetic_covid,0
187,Coronavirus.  I am high risk because of asthma so I am worried,1,100.00%,1,100.00%,"Health, Fatigue, or Physical Pain","Health, Fatigue, or Physical Pain",Financial Problem,5.8,5,2.23,6,0.2,0,0,0.1,0,0,0,0,0.7,mTurk_synthetic_covid,0
188,Coronavirus.  I'm very scared of what it will do,1,100.00%,1,100.00%,Emotional Turmoil,Other,"Health, Fatigue, or Physical Pain",5.8,7,1.6,7,0.2,0.3,0,0.1,0,0,0,0.1,0.3,mTurk_synthetic_covid,0
189,court in 2 weeks nd no deal in sight,1,100.00%,0,100.00%,Other,Other,Emotional Turmoil,8,9,1.79,7,0.1,0.5,0,0.3,0,0.1,0,0,0,mTurk_synthetic,0
190,Covid 19,1,100.00%,1,100.00%,Everyday Decision Making,"Health, Fatigue, or Physical Pain",Social Relationships,5.6,6,4.03,7,0,0.1,0,0,0,0,0.1,0,0.8,mTurk_synthetic_covid,0
191,Covid 19 has been severely impacting my life. I miss seeing people.,1,100.00%,1,80.00%,Other,Social Relationships,"Health, Fatigue, or Physical Pain",5.8,7,2.48,6,0,0,0,0.1,0,0,0.8,0,0.1,mTurk_synthetic_covid,0
192,COVID 19 is everywhere and I have to respond as a fire fighter,1,100.00%,1,100.00%,Work,Work,"Health, Fatigue, or Physical Pain",7.6,8,1.02,10,0,0.2,0.1,0,0,0,0,0.4,0.3,mTurk_synthetic_covid,0
193,covid 19 is making me lose hours at work and i cant keep up with my bills,1,100.00%,1,100.00%,Financial Problem,Financial Problem,Work,8,7,1.26,9,0.6,0,0,0,0,0,0,0.4,0,mTurk_synthetic_covid,0
194,"COVID is really stressing me, I can't think about anything else.",1,100.00%,1,100.00%,Emotional Turmoil,"Health, Fatigue, or Physical Pain",Emotional Turmoil,4.8,5,0.75,8,0,0.1,0,0.2,0,0,0.1,0.1,0.5,mTurk_synthetic_covid,0
195,Co-vid! Isn't that what's stressing us all out?,1,100.00%,1,100.00%,Other,"Health, Fatigue, or Physical Pain",Everyday Decision Making,4.8,5,2.04,6,0.2,0,0.2,0,0,0.1,0.1,0,0.4,mTurk_synthetic_covid,0
196,Covid-19 and money,1,80.00%,1,100.00%,"Health, Fatigue, or Physical Pain",Other,Financial Problem,5.8,7,2.99,8,0.2,0.4,0,0.2,0,0,0,0.1,0.1,mTurk_synthetic_covid,0
197,Covid-19 has been really stressing me out. Life as we know it is forever different,1,100.00%,1,100.00%,Other,"Health, Fatigue, or Physical Pain",Other,6.2,6,1.33,8,0,0.3,0.2,0.2,0,0,0,0,0.3,mTurk_synthetic_covid,0
198,COVID-19 has been stressing me out!,1,100.00%,1,100.00%,Other,"Health, Fatigue, or Physical Pain",Emotional Turmoil,3.8,4,1.17,7,0,0,0.1,0.4,0,0,0,0,0.5,mTurk_synthetic_covid,0
199,covid19 has messed with my sleep schedule a bit,1,80.00%,1,100.00%,"Health, Fatigue, or Physical Pain","Health, Fatigue, or Physical Pain",Other,3.6,5,2.65,5,0,0.2,0,0,0,0,0,0,0.8,mTurk_synthetic_covid,0
200,covid-19 is all over my town and i'm afraid to die!,1,100.00%,1,100.00%,Other,"Health, Fatigue, or Physical Pain",Emotional Turmoil,6.4,6,2.42,7,0,0.1,0.1,0.2,0,0,0,0,0.6,mTurk_synthetic_covid,0
201,Covid-19 it laid of my husband from work. My surgery got postponed.,1,100.00%,1,100.00%,Work,"Health, Fatigue, or Physical Pain",Work,6.8,7,1.47,10,0.1,0,0,0,0,0.1,0,0.4,0.4,mTurk_synthetic_covid,0
202,COVID-19 Pandemic,1,100.00%,1,100.00%,Other,"Health, Fatigue, or Physical Pain",Everyday Decision Making,4.8,5,1.72,6,0,0,0.1,0,0,0,0,0,0.9,mTurk_synthetic_covid,0
203,Covid-19 pandemic has been really stressful,1,100.00%,1,100.00%,"Health, Fatigue, or Physical Pain",Emotional Turmoil,Other,5.2,5,1.47,6,0,0.3,0,0.3,0,0,0.2,0,0.2,mTurk_synthetic_covid,0
204,COVID-19 Quarantine has me feeling pretty lonely and isolated lately.,1,100.00%,1,100.00%,Emotional Turmoil,Financial Problem,Emotional Turmoil,5,5,1.1,7,0.4,0,0,0.3,0,0,0.2,0,0.1,mTurk_synthetic_covid,0
205,coworkers ostracising me again,1,100.00%,0,100.00%,Emotional Turmoil,Work,Social Relationships,3.8,3,1.83,7,0,0,0,0.2,0,0.2,0.2,0.4,0,mTurk_synthetic,0
206,crap life seems to suck!,1,100.00%,0,100.00%,Emotional Turmoil,Emotional Turmoil,Other,4.8,5,2.04,6,0,0.2,0,0.7,0,0,0.1,0,0,mTurk_synthetic_covid,0
207,currently my relationship but i'm working on it.,1,100.00%,0,100.00%,Other,Social Relationships,Emotional Turmoil,3.4,3,1.5,8,0,0,0,0.3,0,0,0.7,0,0,mTurk_synthetic,0
208,Currently not being able to see my girlfriend is stressing me out slightly.,1,100.00%,1,60.00%,Work,Social Relationships,Emotional Turmoil,4.2,4,1.17,5,0,0,0,0.2,0,0,0.8,0,0,mTurk_synthetic_covid,0
209,Currently stressing about the COVID-19 as I have been unemployed for two weeks.,1,100.00%,1,100.00%,Financial Problem,Financial Problem,Work,5,4,1.79,9,0.4,0.1,0,0,0,0,0,0.3,0.2,mTurk_synthetic_covid,0
210,"cut to part time, can't pay rent or bills, feel terrible",1,100.00%,0,100.00%,Financial Problem,Financial Problem,Work,8.2,8,1.17,9,0.6,0,0,0.1,0,0,0,0.3,0,mTurk_synthetic,1
211,darn lazy ass people at work. feed up with seeing people talking and not wo,1,100.00%,0,100.00%,Work,Work,Social Relationships,2.8,2,1.47,7,0,0,0,0,0,0,0.2,0.8,0,mTurk_synthetic,0
212,deadline,1,100.00%,0,100.00%,Work,Work,School,3.8,4,1.33,6,0,0,0,0,0.1,0,0,0.9,0,popbots_live,0
213,deadlines,1,100.00%,0,100.00%,Work,Work,Everyday Decision Making,3.6,3,2.42,5,0,0,0.4,0,0,0,0,0.4,0.2,popbots_live,0
214,deadlines for all my courses,1,100.00%,0,100.00%,School,School, ,4.4,4,1.02,5,0,0,0,0,1,0,0,0,0,mTurk_synthetic,1
215,Dealing with Ali is stressing me out.,1,100.00%,0,80.00%,Family Issues,Social Relationships,Emotional Turmoil,4.6,5,1.85,6,0,0,0,0.3,0,0,0.7,0,0,mTurk_synthetic_covid,0
216,dealing with anxiety from the stress of car repair and being unemployed.,1,100.00%,0,100.00%,Financial Problem,Financial Problem,Work,5.8,6,2.14,8,0.5,0,0,0.2,0,0,0,0.3,0,mTurk_synthetic,0
217,dealing with finding a daycare for my daughter,1,100.00%,0,100.00%,Family Issues,Family Issues,Everyday Decision Making,4,4,1.41,6,0,0,0.3,0,0,0.7,0,0,0,mTurk_synthetic,0
218,dealing with grief following the death of both my grandparents last month,1,100.00%,0,100.00%,Family Issues,Emotional Turmoil,Family Issues,8.6,9,1.02,9,0,0,0,0.5,0,0.4,0.1,0,0,mTurk_synthetic,1
219,dealing with illness along with my wife,1,100.00%,0,100.00%,"Health, Fatigue, or Physical Pain","Health, Fatigue, or Physical Pain",Family Issues,6,6,1.26,9,0,0,0,0.1,0,0.3,0,0,0.6,mTurk_synthetic,0
220,dealing with my coworkers everyday with their annoying habits,1,100.00%,0,100.00%,Work,Work,Social Relationships,6.4,7,2.58,7,0,0,0,0,0,0,0.2,0.8,0,mTurk_synthetic,0
221,dealing with my husband's heal issues and his problems with the va is always stressful,1,100.00%,0,100.00%,Family Issues,Family Issues,"Health, Fatigue, or Physical Pain",6.2,6,1.72,8,0,0,0,0.1,0,0.6,0,0,0.3,mTurk_synthetic,0
222,dealing with my lawyer,1,80.00%,0,100.00%,Emotional Turmoil,Social Relationships,Other,1.8,2,1.33,7,0,0.3,0,0.1,0,0.1,0.5,0,0,mTurk_synthetic,0
223,Dealing with my Lupus flares,1,100.00%,0,100.00%,"Health, Fatigue, or Physical Pain","Health, Fatigue, or Physical Pain", ,5.6,6,1.62,5,0,0,0,0,0,0,0,0,1,mTurk_synthetic_covid,0
224,Dealing with people have not been the easiest thing for me lately.,1,100.00%,0,100.00%,Social Relationships,Social Relationships,Emotional Turmoil,4.2,5,2.04,7,0,0,0,0.4,0,0,0.6,0,0,mTurk_synthetic_covid,0
225,Dealing with right-wing syncophants and trolls online and in social media has been hard.,1,80.00%,0,80.00%,Emotional Turmoil,Other,Social Relationships,3,3,2.28,6,0,0.6,0.1,0,0,0,0.3,0,0,mTurk_synthetic_covid,0
226,dealing with that woman at work,1,100.00%,0,100.00%,Work,Work,Social Relationships,3.6,3,1.36,7,0,0,0,0,0,0,0.2,0.8,0,mTurk_synthetic,0
227,dealing with the death of my father,1,100.00%,0,100.00%,Family Issues,Family Issues,Emotional Turmoil,8.8,8,0.98,8,0,0,0,0.3,0,0.7,0,0,0,mTurk_synthetic,0
228,dealing with this coronavirus and not being able to have family and friends over,1,100.00%,1,100.00%,"Health, Fatigue, or Physical Pain",Social Relationships,"Health, Fatigue, or Physical Pain",4,4,1.67,8,0,0,0,0,0,0.1,0.5,0,0.4,mTurk_synthetic_covid,0
229,death in the famy,1,100.00%,0,100.00%,Family Issues,Family Issues,Financial Problem,7.2,7,1.72,6,0.2,0,0,0.1,0,0.7,0,0,0,mTurk_synthetic,0
230,debt payments,1,100.00%,0,100.00%,Financial Problem,Financial Problem,Emotional Turmoil,5.8,6,1.33,5,0.6,0,0,0.2,0,0.2,0,0,0,mTurk_synthetic,0
231,deciding if i should work out or not,1,100.00%,0,100.00%,"Health, Fatigue, or Physical Pain","Health, Fatigue, or Physical Pain",Everyday Decision Making,2.2,2,0.98,9,0,0,0.4,0,0,0,0,0,0.6,popbots_live,0
232,Deciding wether or not to return back to school,1,80.00%,0,80.00%,School,School,Other,3,2,2.19,6,0,0.2,0,0,0.7,0,0,0.1,0,mTurk_synthetic_covid,0
233,deciding what to make for dinner,0,60.00%,0,100.00%,Everyday Decision Making,Other,Everyday Decision Making,1.8,0,2.71,6,0,0.5,0.3,0,0,0,0.2,0,0,mTurk_synthetic,0
234,definitely all the bills I have to pay,1,100.00%,0,100.00%,Financial Problem,Financial Problem, ,5.2,6,2.79,5,1,0,0,0,0,0,0,0,0,mTurk_synthetic_covid,0
235,definitely my work has been stressing me out big time!,1,100.00%,0,100.00%,Work,Work, ,3.8,3,1.47,5,0,0,0,0,0,0,0,1,0,mTurk_synthetic,0
236,Definitely the COVID-19 Global outbreak that requires being Quarantined,1,100.00%,1,100.00%,Emotional Turmoil,"Health, Fatigue, or Physical Pain",Other,4,3,2.28,7,0,0.2,0.1,0.1,0,0,0.1,0,0.5,mTurk_synthetic_covid,0
237,"didn't have the money to enroll for classes until today, yikes",1,100.00%,0,100.00%,Financial Problem,Financial Problem,School,4.8,5,0.98,9,0.6,0,0,0,0.4,0,0,0,0,mTurk_synthetic,0
238,difficult people at work,1,100.00%,0,100.00%,Work,Work, ,3.4,3,1.96,5,0,0,0,0,0,0,0,1,0,popbots_live,0
239,Difficulty installing security protection on multiple devices.,1,80.00%,0,80.00%,Other,Everyday Decision Making,Other,3,3,1.9,8,0.1,0.4,0.4,0,0.1,0,0,0,0,mTurk_synthetic_covid,0
240,disease is killing people,1,100.00%,1,100.00%,"Health, Fatigue, or Physical Pain","Health, Fatigue, or Physical Pain",Financial Problem,5.2,6,2.48,6,0.2,0,0,0.1,0,0,0,0,0.7,mTurk_synthetic_covid,0
241,do you have time to talk,1,80.00%,0,100.00%,Everyday Decision Making,Social Relationships,Work,4,5,2.97,6,0.2,0.1,0,0,0,0.2,0.3,0.2,0,mTurk_synthetic,0
242,do you wanna talk about it?,0,80.00%,0,100.00%,Other,Other,Social Relationships,1.2,0,2.4,6,0,0.8,0,0.1,0,0,0.1,0,0,mTurk_synthetic,0
243,donald trump and the republicans are destroying our democracy,1,100.00%,0,100.00%,Other,Other,Financial Problem,4.8,4,3.31,5,0.2,0.4,0,0.2,0,0,0.2,0,0,mTurk_synthetic,0
244,don't know what to cook for dinner,1,60.00%,0,100.00%,Emotional Turmoil,Other,Everyday Decision Making,1.6,1,2.24,5,0,0.6,0.4,0,0,0,0,0,0,popbots_live,0
245,driving 2 work really sucks,1,80.00%,0,100.00%,Work,Work,Other,1,1,0.63,7,0,0.3,0.1,0,0,0,0,0.6,0,mTurk_synthetic,0
246,driving my kids all over town is getting crazy and really stressing me out,1,100.00%,0,100.00%,"Health, Fatigue, or Physical Pain",Family Issues,School,6,5,2.76,8,0,0,0,0.1,0.2,0.5,0.1,0.1,0,mTurk_synthetic,1
247,"dude i am so stressed out about moving to nevada , i hate it.",1,100.00%,0,100.00%,Emotional Turmoil,Other,Emotional Turmoil,6.2,7,1.17,5,0.2,0.6,0,0.2,0,0,0,0,0,mTurk_synthetic,0
248,dude waaaaazzzz uuuup.,0,60.00%,0,100.00%,Family Issues,Other,Social Relationships,1.6,0,1.96,5,0,0.6,0,0,0,0,0.4,0,0,mTurk_synthetic,0
249,dude work has been kicking my butt lol,1,100.00%,0,100.00%,Work,Work,Social Relationships,3.8,4,1.17,5,0,0,0,0,0,0,0.2,0.8,0,mTurk_synthetic,0
250,"Dude, I've been so worried about online classes LOL",1,80.00%,0,60.00%,School,School,Other,3,3,2,6,0,0.1,0,0,0.9,0,0,0,0,mTurk_synthetic_covid,0
251,due to certain circumstances that have donned on me it has been tough to meet financial,1,100.00%,0,80.00%,Financial Problem,Financial Problem,Emotional Turmoil,4.8,4,1.72,6,0.7,0,0,0.3,0,0,0,0,0,mTurk_synthetic_covid,0
252,due to lack of sleep i am feeling stressful,1,100.00%,0,100.00%,Emotional Turmoil,"Health, Fatigue, or Physical Pain", ,4.6,4,1.85,5,0,0,0,0,0,0,0,0,1,mTurk_synthetic,1
253,"due to the corona virus, i must stay home. it means i get no salary",1,100.00%,1,100.00%,Work,Social Relationships,Work,7,7,1.67,7,0.2,0,0,0,0,0,0.4,0.4,0,mTurk_synthetic_covid,0
254,"Due to the coronavirus, I no longer have a job, it is scary.",1,100.00%,1,100.00%,Work,Work,Financial Problem,9,9,0.63,8,0.3,0,0,0,0,0,0,0.7,0,mTurk_synthetic_covid,0
255,eating well,1,60.00%,0,100.00%,"Health, Fatigue, or Physical Pain","Health, Fatigue, or Physical Pain",Other,1,1,0.89,6,0,0.3,0.1,0,0,0,0,0,0.6,popbots_live,0
256,enough money for retirement,1,80.00%,0,100.00%,Financial Problem,Financial Problem,Other,4.6,6,2.5,6,0.7,0.2,0,0,0,0,0,0,0.1,mTurk_synthetic,0
257,essays are piling up and i'm drowning in them.,1,100.00%,0,100.00%,School,School,Work,4.4,4,1.62,6,0,0,0,0,0.9,0,0,0.1,0,mTurk_synthetic,0
258,"even though i did a good job, i worry my boss won't give a good recommendation.",1,100.00%,0,100.00%,Work,Work,Social Relationships,4.8,4,2.99,6,0,0,0,0,0,0,0.1,0.9,0,mTurk_synthetic,0
259,every day is stress in current work situation steve needs to retire.,1,100.00%,0,100.00%,Work,Work,Social Relationships,3,3,1.1,9,0.1,0,0,0.1,0,0,0.2,0.6,0,mTurk_synthetic,0
260,every time i turn on the news and social media facebook it seems to stress me out,1,100.00%,0,80.00%,"Health, Fatigue, or Physical Pain",Other,Social Relationships,4,4,2.19,6,0,0.8,0,0.1,0,0,0.1,0,0,mTurk_synthetic_covid,0
261,everyone being in my space while stuck at home,1,100.00%,1,100.00%,Work,Social Relationships,Family Issues,4.6,5,1.85,8,0,0,0,0.2,0,0.3,0.5,0,0,mTurk_synthetic_covid,0
262,everyone is getting promoted at work except me.,1,100.00%,0,100.00%,Work,Work,Emotional Turmoil,6.4,7,2.15,7,0,0,0,0.3,0,0,0.1,0.6,0,mTurk_synthetic,0
263,Everything about this virus is stressing me out.,1,100.00%,1,100.00%,"Health, Fatigue, or Physical Pain","Health, Fatigue, or Physical Pain",Everyday Decision Making,6.4,6,1.5,8,0.1,0,0.3,0.1,0,0.1,0,0,0.4,mTurk_synthetic_covid,0
264,"everything at work is. i have stacks of papers to finish, and no time to do so. ugh",1,100.00%,0,100.00%,Work,Work,"Health, Fatigue, or Physical Pain",4,4,1.41,6,0,0,0,0,0,0,0,0.9,0.1,mTurk_synthetic,0
